2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
0,0,173,0,0,603,0,0,0,0,0,0
50,0,165,0,297,187,0,0,0,0,0,0
0,0,118,0,46,0,0,0,0,0,0,0
0,20,142,0,46,25,0,0,225,0,0,0
0,0,52,0,0,0,0,0,0,0,0,0
0,0,134,0,180,0,0,0,0,0,0,0
0,0,90,0,170,0,0,0,0,0,0,6
0,50,105,0,600,0,0,0,0,0,0,4
0,70,51,0,0,0,0,0,0,0,0,0
0,100,34,0,350,0,0,0,0,0,0,0
0,10,0,0,1270,0,0,0,0,0,0,13
0,260,0,559,25400,290,0,0,0,0,0,40
0,50,0,0,32200,0,0,0,0,0,0,5
0,36,0,0,43410,132,0,0,0,0,0,56
0,30,0,0,58800,0,0,0,0,0,0,450
0,15,0,0,79800,0,0,0,0,0,0,666
0,5,0,0,112000,0,0,0,0,0,0,461
0,0,0,0,109200,0,0,0,0,0,0,254
0,20,0,0,43750,0,0,0,0,0,0,268
0,60,0,0,5430,0,0,0,0,0,0,135
0,157,0,0,3720,0,0,0,0,0,0,606
0,35,0,252,6420,0,0,0,0,0,0,132
20,30,0,0,4090,0,0,0,0,0,0,210
0,25,0,0,12900,0,0,0,0,0,0,514
0,0,0,0,1250,0,0,0,0,0,0,259
0,0,0,0,450,0,0,0,0,0,0,210
0,0,20,0,2250,0,0,0,0,0,0,323
0,0,30,0,2560,0,0,0,0,0,0,182
0,0,0,63,1520,0,0,0,0,0,0,56
0,0,0,0,250,0,0,0,0,0,0,36
0,0,0,270,1230,0,0,0,0,0,0,152
50,0,0,214,1750,0,0,0,0,0,0,162
0,0,0,80,1230,0,0,0,0,0,0,44
60,0,0,168,2800,426,0,0,0,0,0,70
20,0,0,174,1750,0,0,0,0,0,0,50
15,0,0,267,0,0,0,0,0,0,86,34
355,0,0,2050,400,0,141,0,0,0,0,0
14,0,0,1872,260,0,269,0,0,0,460,0
0,0,0,1310,0,0,170,0,0,0,0,0
300,0,0,1222,0,0,271,0,0,0,174,0
30,0,0,4302,0,429,309,0,0,0,300,0
60,0,35,2515,0,594,98,0,0,38,0,0
200,0,470,6733,140,79,67,0,40,0,1260,0
120,0,110,5150,310,921,74,0,0,80,500,0
0,0,10,480,70,1149,145,0,0,62,620,0
0,0,40,1442,860,2231,85,0,0,11,300,0
0,0,410,704,0,746,71,0,0,18,240,0
0,0,820,324,0,350,19,0,0,141,0,0
0,0,4470,861,2540,2280,0,0,325,0,0,0
0,0,250,430,12800,0,0,0,205,250,0,0
0,0,70,570,36930,59,0,0,95,0,0,0
20,0,160,1389,10150,53,0,0,0,0,0,0
0,30,60,518,22750,337,0,0,325,0,0,0
50,0,10,45,40250,119,0,0,730,0,0,0
0,0,0,74,25200,0,0,0,920,0,0,0
5,0,40,112,36750,59,0,0,1375,0,0,0
0,0,40,0,10310,26,0,0,515,0,0,0
0,30,20,29,2870,92,0,0,291,0,60,0
0,30,0,200,850,290,0,0,275,0,0,275
0,230,0,210,2200,284,0,0,197,0,0,375
0,220,10,0,2440,185,0,0,350,0,0,1290
0,90,0,0,3820,172,0,0,234,0,0,640
0,200,0,0,1430,106,0,0,161,0,0,380
0,130,0,0,0,653,0,0,0,0,0,230
0,290,0,0,1250,0,0,0,168,0,0,55
0,0,0,0,50,0,0,0,117,0,0,420
0,70,0,0,0,0,0,0,120,0,0,490
0,0,0,0,1750,320,0,0,0,0,0,390
0,20,0,0,1580,0,0,0,0,0,0,555
0,330,0,0,2800,0,0,0,0,0,0,465
0,0,0,0,1050,0,0,0,0,0,0,820
0,210,0,0,4030,0,0,0,0,0,0,850
0,220,0,0,700,0,0,0,0,0,0,740
0,70,0,0,0,0,0,0,0,0,0,220
0,0,0,0,0,0,0,0,0,0,0,910
0,0,0,0,180,0,0,0,0,0,0,960
40,0,0,0,300,220,0,0,0,0,0,270
20,0,0,0,0,200,0,0,0,685,0,300
0,0,0,0,0,200,0,0,0,650,0,0
0,0,0,0,0,0,250,0,46,0,0,0
0,0,0,0,0,400,900,0,0,0,65,120
70,0,0,0,0,0,950,0,0,0,70,0
0,0,0,0,0,0,500,0,0,0,0,0
0,0,0,0,0,0,200,0,0,325,225,0
0,84,0,0,0,0,650,0,0,330,85,90
0,54,0,0,0,0,200,0,0,370,0,0
0,123,0,0,0,530,400,0,0,280,0,0
0,0,0,0,0,350,400,0,0,0,415,0
0,132,0,0,0,2100,200,0,0,405,440,0
140,0,0,0,0,6830,100,0,0,230,60,0
960,116,0,0,0,11890,0,0,0,0,745,0
165,151,0,0,0,3150,0,0,0,0,65,0
20,261,0,813,0,8740,0,0,0,235,0,0
485,256,10,438,0,61990,0,0,125,185,105,0
170,321,0,0,0,64850,0,0,0,478,285,0
70,157,0,0,0,29300,0,0,257,285,215,0
210,132,0,320,0,35530,0,0,515,869,300,0
0,159,0,440,0,22400,0,0,2191,104,0,0
170,178,0,340,0,26950,0,0,18771,223,0,0
0,42,680,0,0,25730,0,0,9748,936,0,0
0,25,4240,0,0,19430,0,0,6726,100,0,0
0,42,380,0,0,11730,0,0,2435,347,125,304
0,52,30,0,0,14530,0,0,99,855,20,521
0,52,90,0,0,18200,0,0,719,135,0,0
0,0,20,0,0,8930,0,0,1472,0,55,191
80,0,50,0,0,9670,0,880,3841,0,25,0
0,0,80,0,0,31020,0,422,198,360,0,0
10,0,100,0,0,29930,0,875,1763,0,0,0
0,0,10,0,3000,22050,0,224,931,0,0,0
0,0,166,0,420,8580,0,0,290,0,0,195
0,0,0,0,668,9630,0,0,819,132,0,0
0,0,0,0,420,11380,0,0,423,0,0,79
0,0,0,0,470,6130,0,0,0,86,0,33
0,0,20,0,430,5150,0,0,495,515,0,561
0,0,0,0,840,5990,0,0,0,0,0,389
0,0,0,0,450,8000,0,0,0,0,0,185
0,0,0,0,440,1310,0,0,0,0,0,6410
0,0,0,0,480,1300,0,0,0,0,0,89576
0,0,0,0,460,900,0,0,0,0,0,81328
0,93,0,0,320,780,0,0,106,0,0,2600
0,46,0,0,280,250,0,0,436,0,0,838
0,134,20,0,0,0,0,0,204,0,0,345
0,0,0,0,0,380,0,0,238,0,0,770
0,146,0,0,0,0,0,0,0,0,191,548
0,0,0,0,0,0,0,0,0,0,0,600
0,109,0,0,0,0,0,0,0,0,0,251
300,154,0,0,0,0,0,0,0,0,0,0
180,271,0,0,0,0,0,0,0,0,0,590
590,224,0,0,0,0,92,26,0,33,0,257
490,310,0,0,0,0,0,0,0,0,0,66
0,160,0,24,0,0,0,0,0,0,0,0
159,124,0,134,215,0,0,0,0,33,0,0
0,163,0,0,0,0,0,0,0,450,0,0
281,190,0,35,0,460,0,0,0,0,0,0
156,53,0,187,160,200,0,950,0,0,0,0
350,20,20,0,0,0,40,0,0,0,0,86
66,32,0,0,57,0,92,238,0,145,0,0
100,53,0,0,470,0,0,0,0,218,0,0
380,46,0,0,0,0,945,830,0,235,947,145
250,0,0,110,35,0,488,396,297,0,39,0
260,0,0,0,255,0,707,1515,0,658,92,79
415,0,0,0,425,0,640,820,449,125,0,2974
0,0,0,0,820,0,1491,977,145,1215,251,1931
0,0,0,250,470,1750,534,330,926,1333,9532,771
0,0,0,0,637,350,1636,66,541,53,45967,375
0,0,185,45,240,1050,667,0,528,53,38694,0
0,0,100,130,490,3330,699,79,0,773,19938,33
0,0,450,0,363,4450,1082,0,48,138,1894,0
0,0,20,0,150,3150,894,568,686,0,475,83
0,0,10,0,1323,5910,963,0,818,0,0,0
0,0,25,0,1983,8400,0,277,2250,0,0,133
0,0,335,0,130,20670,891,0,964,0,2706,0
0,0,1760,0,93,9450,85,0,59,30,159,0
0,0,190,0,496,16980,79,0,977,0,338,0
0,0,25,52,420,36400,92,0,403,0,0,0
0,0,80,31,0,24150,132,0,766,0,0,0
0,0,260,0,20,21000,53,0,5320,0,0,0
270,0,150,0,258,21880,0,0,8006,0,0,0
210,50,0,0,20,13830,0,0,59,0,0,0
630,280,0,0,0,11550,832,0,396,0,0,0
550,380,0,0,0,14000,409,0,1663,0,0,0
0,450,30,0,0,13300,30,0,3373,79,389,366
190,440,6,0,0,21900,462,0,264,469,0,333
0,460,6,0,0,16800,759,0,106,119,0,616
230,400,0,0,0,19580,17,0,106,0,0,1866
162,320,30,0,0,16160,0,0,238,0,0,283
310,250,0,0,0,12650,0,0,383,0,0,133
82,230,0,0,0,11380,0,0,0,0,0,516
120,460,0,0,0,12780,0,0,0,0,0,0
310,450,0,0,0,13400,0,0,0,0,0,50
260,460,0,0,0,4830,0,0,66,0,0,783
240,40,0,0,0,11030,0,0,79,0,0,5549
420,360,0,0,0,5290,0,0,0,0,0,3816
0,30,0,0,0,2640,0,0,0,0,0,1233
0,160,0,0,0,2540,0,0,0,0,0,2533
0,200,0,0,0,0,0,0,0,0,0,2983
0,60,0,0,0,0,0,0,0,0,0,1383
0,0,0,0,0,250,0,0,0,0,0,4916
0,0,0,0,0,0,0,102,0,0,0,9382
0,0,0,0,0,0,0,34,0,0,0,9755
0,0,0,64,0,0,0,136,0,0,0,8878
0,0,0,46,0,0,0,170,0,0,0,7179
0,0,0,72,0,0,0,272,0,0,0,1390
0,0,0,0,0,0,0,1139,0,0,0,429
0,0,0,99,25,0,242,884,0,42,0,99
67,0,0,178,39,0,144,5015,0,28,0,79
340,0,0,254,54,0,601,4471,0,382,155,0
0,0,0,305,12,0,725,3825,0,141,255,0
80,0,0,250,17,0,977,7463,0,495,340,0
92,0,0,341,17,0,259,6817,132,28,707,0
80,0,0,444,0,0,108,3077,185,0,56,0
50,0,0,319,0,0,0,850,0,283,141,53
0,0,0,466,0,0,0,1326,0,198,1615,40
0,80,0,532,76,0,527,2261,0,127,254,26
150,320,0,518,37,0,1955,2635,290,141,42,0
100,260,0,0,45,0,3187,8092,231,126,56,0
3200,700,0,0,73,0,2499,23579,165,2252,439,40
1540,400,40,34,101,0,2805,33609,53,3597,0,0
3330,480,30,39,138,0,977,50218,805,3285,297,0
3500,350,1160,0,137,0,901,54230,933,948,340,0
3000,350,10,0,100,0,340,25840,3477,3413,155,59
1230,340,20,497,0,0,357,24565,1261,0,56,0
3950,330,50,419,0,0,51,39831,1168,0,198,0
3650,470,550,80,0,0,102,48960,238,311,42,0
2100,460,3370,0,0,390,0,58463,554,183,0,0
2200,470,130,0,0,3800,0,12818,2038,0,1245,0
2120,120,40,0,0,2000,0,14977,1320,892,1813,0
1600,430,460,0,0,4820,148,26231,858,170,863,891
230,50,0,0,0,3860,0,8942,713,0,2988,0
100,420,0,0,0,230,0,3978,884,0,3385,0
120,380,0,0,0,300,0,1428,0,0,339,0
0,380,30,0,0,420,0,986,106,0,0,0
160,0,0,0,0,340,0,653,337,0,85,0
0,0,10,0,0,0,0,198,66,33,42,0
0,0,0,0,0,240,0,264,79,0,2422,0
0,0,0,0,0,0,158,340,264,0,948,0
0,0,0,0,0,0,990,0,0,0,466,790
0,0,6,0,0,0,238,0,0,0,2676,890
0,0,0,0,0,0,554,0,0,0,92,1445
0,0,0,0,0,0,0,0,0,0,667,1201
83,0,0,0,0,0,723,0,139,0,0,2059
160,41,0,0,0,0,0,0,26,0,264,1071
80,0,0,0,0,0,376,0,0,0,1241,1782
0,16,0,0,0,0,119,0,0,0,422,2984
244,0,0,0,0,0,0,0,0,0,891,669
0,0,0,0,0,0,535,0,0,370,792,13
0,0,0,0,0,0,0,0,0,185,990,358
0,1177,0,0,0,0,198,0,0,251,218,1465
0,1530,0,0,0,280,0,0,0,86,0,809
400,5352,0,0,0,330,0,0,224,0,0,2371
360,6500,0,0,0,0,0,0,0,0,0,310
3420,1572,0,0,0,0,792,0,96,0,0,297
3210,1416,0,0,0,0,0,0,496,713,0,86
2620,1320,0,0,0,0,0,0,682,160,0,40
4600,4974,0,0,0,0,0,0,902,0,0,271
2050,567,0,0,0,1480,0,0,1536,172,0,0
2300,334,0,0,0,80,0,0,84,0,0,46
15830,163,0,0,0,950,132,0,536,86,0,46
4050,431,0,0,0,1010,0,46,422,0,0,0
3580,1026,0,36,0,505,86,139,0,0,0,0
2850,2448,0,13,0,215,33,766,0,0,0,0
3520,500,0,7,0,1335,0,0,0,0,0,0
1500,964,24,44,0,3730,958,0,0,1643,0,40
190,240,124,0,0,6545,429,2125,0,0,0,0
50,706,173,0,0,5090,0,119,0,181,0,0
150,1100,201,213,0,2820,482,825,0,92,0,0
0,135,74,0,0,2570,873,442,0,0,0,0
320,230,132,0,0,1365,950,735,0,677,923,0
400,110,102,6,0,1240,813,851,0,92,0,0
0,200,56,20,0,70,672,416,0,509,0,0
0,0,46,14,0,0,1603,481,0,172,0,0
0,0,104,0,0,0,6177,33,0,33,26,0
0,0,114,0,0,0,713,0,0,0,13,0
0,0,32,0,0,0,898,257,0,0,1452,0
0,0,20,0,0,0,495,185,0,0,0,0
0,0,22,0,0,0,522,0,0,0,0,0
159,0,0,0,0,0,33,581,0,0,0,0
160,380,0,0,0,0,79,224,0,0,238,0
20,0,0,0,0,0,0,554,32,0,917,0
0,0,0,0,0,0,436,0,0,0,1960,0
89,0,0,0,0,0,20,0,0,0,956,0
0,0,0,0,0,0,745,568,0,0,59,360
0,460,0,0,0,0,0,0,182,165,561,234
112,0,0,0,0,0,119,0,80,264,0,612
722,0,0,0,0,0,264,0,224,1307,152,8010
267,0,0,0,0,0,191,0,0,0,0,5928
502,0,0,0,0,0,871,0,112,0,0,4852
372,0,0,0,0,0,0,0,208,0,79,912
376,0,0,0,0,0,250,0,327,0,0,0
886,0,0,0,0,0,350,0,845,0,238,228
306,250,0,0,0,0,730,0,618,0,53,2700
145,0,0,0,0,0,0,0,2352,0,0,20
220,0,0,0,0,0,100,0,480,0,0,410
0,3100,0,0,0,0,400,0,596,0,0,696
0,0,0,0,0,0,60,0,95,260,0,184
0,600,0,0,0,0,0,0,692,1844,0,30
0,1000,0,0,0,0,30,0,753,54,0,332
224,0,0,0,0,0,0,34,869,68,0,0
80,450,0,0,0,0,0,28,375,182,0,0
0,0,0,0,0,0,0,58,0,524,0,0
0,0,0,0,0,0,0,73,0,564,0,0
0,350,18,0,0,0,0,89,0,134,0,0
0,0,114,0,0,0,0,0,0,187,0,0
0,0,182,0,0,0,0,0,95,912,0,0
0,0,204,0,0,0,0,0,0,322,0,0
0,0,81,0,0,0,0,233,0,84,0,0
0,0,103,0,0,0,0,135,0,133,246,0
0,0,93,19,0,15,0,243,0,181,0,0
0,0,42,6,0,37,0,88,0,0,0,0
0,0,62,17,0,118,1100,368,0,0,0,0
2160,0,98,70,0,37,5530,349,0,0,0,0
0,66,104,0,0,37,3390,221,0,0,0,0
770,0,42,0,0,27,4200,550,0,0,0,0
1130,618,25,222,0,31,4410,818,0,0,0,0
0,908,32,0,0,43,0,333,0,0,0,0
240,1342,0,0,0,57,75,103,0,0,0,0
0,198,0,3,0,63,360,25,0,0,283,0
580,1990,0,20,0,43,945,28,0,0,201,0
0,1902,0,26,0,67,1295,24,0,0,231,0
0,1610,0,0,0,65,3465,45,0,0,0,0
0,1988,0,0,0,36,2950,38,0,0,0,0
0,2506,0,0,0,48,2550,37,0,0,0,0
0,938,0,0,0,53,80,0,0,0,0,0
0,848,0,0,0,50,920,0,0,0,73,0
1760,1310,0,0,0,61,80,0,0,0,0,0
0,162,0,0,0,0,150,0,0,0,0,0
520,0,0,0,0,0,80,0,0,0,0,0
4760,384,0,0,0,0,40,0,0,0,0,790
1930,0,0,0,0,0,150,0,0,0,0,369
990,348,0,0,0,12,120,0,0,0,0,910
2190,84,0,0,0,0,50,0,0,0,0,5424
2150,244,0,0,0,0,10,0,0,0,0,46120
1940,26,0,0,0,13,20,0,0,0,0,8942
0,264,0,0,30,0,20,0,0,0,0,5420
0,572,0,0,0,0,10,29,0,35,0,2240
420,198,0,20,0,0,0,0,0,0,0,0
590,442,0,0,770,0,0,0,0,1401,0,5530
620,94,0,0,220,0,0,0,0,754,0,440
0,94,0,0,975,0,0,0,0,82,0,890
0,200,0,0,350,0,0,0,100,324,81,80
0,300,10170,0,4530,0,200,0,120,167,0,164
0,200,11630,0,1045,0,780,0,0,327,0,920
0,0,5900,0,445,0,200,0,3760,656,0,640
0,0,6830,0,0,0,0,25,2800,128,0,148
0,0,2680,0,95,0,100,24,1387,245,0,0
0,500,1440,0,70,0,0,55,1733,131,0,0
1404,1300,1380,0,190,0,50,124,3640,1993,0,0
23730,900,460,50,0,0,0,191,2990,834,0,0
19778,200,280,0,200,0,0,0,1670,216,0,270
30458,200,290,90,0,0,0,0,2500,0,0,0
5426,500,100,20,0,0,0,0,2080,0,0,0
4458,700,130,120,0,0,0,221,2253,31,0,0
2138,700,140,80,0,0,0,179,2253,0,0,0
4200,4100,0,0,0,0,0,189,910,0,0,0
632,3800,0,20,15,0,0,51,780,0,0,0
9338,1100,0,0,0,0,0,289,470,0,0,0
5658,2200,0,0,0,0,0,403,220,0,0,0
0,3600,0,0,0,0,0,371,170,0,0,0
120,3200,0,150,0,0,0,579,110,0,0,0
430,4200,0,190,0,0,0,901,60,0,0,0
10060,3100,0,420,0,0,0,353,0,0,0,0
2998,100,0,260,0,0,4700,464,0,0,0,0
2116,2500,0,20,0,0,5250,71,0,0,0,0
372,2000,0,0,0,0,2725,0,0,0,0,0
120,400,0,50,0,0,3350,31,0,0,0,0
680,0,0,150,0,0,3140,0,0,0,80,0
220,1600,0,230,0,0,0,0,0,0,0,0
0,0,0,10,0,0,0,23,0,0,0,0
0,0,0,0,0,0,255,0,0,0,0,0
0,200,0,5,0,0,865,0,0,0,0,0
0,0,0,0,0,0,3690,0,0,0,0,0
0,0,0,0,0,0,2735,0,0,0,0,420
0,0,0,0,0,0,8750,0,0,0,0,680
0,0,0,0,0,0,5820,0,0,0,0,0
0,0,0,0,0,0,650,0,0,0,0,0
0,300,0,0,0,0,900,0,0,0,50,0
0,0,0,0,0,0,90,0,0,0,0,0
0,0,0,0,0,0,300,0,0,0,0,0
0,0,0,0,0,0,90,0,176,0,0,220
0,0,8300,0,0,0,80,0,20,0,0,0
100,0,7060,0,0,0,190,0,17,0,0,0
200,0,4040,0,0,0,180,0,10,0,0,0
100,0,3960,0,0,0,70,0,0,0,0,0
100,0,2360,0,0,0,30,0,0,0,0,0
400,0,1660,0,0,0,40,0,0,350,0,0
200,0,2230,0,25,0,30,0,0,840,0,0
200,0,260,0,0,0,10,0,0,280,0,0
100,0,0,0,30,0,0,0,0,770,0,0
300,0,0,0,560,0,0,0,0,840,0,0
100,0,0,0,220,0,0,0,0,650,0,0
100,0,0,0,3710,0,0,0,0,360,0,0
100,0,0,0,65,0,0,0,0,240,0,0
300,90,0,0,330,0,0,0,0,450,0,0
400,5120,0,0,725,0,0,0,0,1800,0,0
300,454,0,0,365,0,0,0,0,2640,0,0
300,150,0,0,20,0,0,0,0,2860,0,0
0,0,0,0,0,0,0,0,0,1360,0,0
100,0,0,10,10,0,0,0,0,1820,0,0
100,0,0,20,100,0,0,0,0,1430,0,0
200,0,0,0,20,0,0,0,0,1980,0,0
0,370,0,0,0,0,0,0,0,1690,0,0
0,1420,182,40,0,0,0,0,0,1920,0,0
0,0,292,0,0,0,0,0,0,1740,0,0
0,0,131,0,0,0,0,0,0,1495,0,0
0,0,437,0,0,0,0,0,0,1638,0,0
100,540,790,0,0,0,0,0,21,1330,0,0
100,1680,819,0,0,0,0,0,10,1210,0,0
0,0,853,0,0,0,0,0,0,920,0,0
0,0,358,50,0,0,0,0,0,880,0,0
0,0,307,255,0,0,0,0,0,370,0,0
966,0,922,300,0,0,0,0,0,0,0,0
0,0,719,0,0,0,0,800,0,0,0,0
0,0,41,0,0,0,0,650,0,0,0,0
0,0,482,0,0,0,0,880,0,0,0,0
0,0,79,0,0,0,0,810,0,0,150,0
0,0,0,30,0,0,620,1600,0,0,0,0
320,0,645,20,0,0,610,920,0,0,600,0
0,0,198,0,0,0,500,750,0,0,0,0
0,0,62,0,0,0,900,650,0,0,87,0
80,0,908,0,0,0,850,0,0,0,0,58
1440,0,0,0,0,0,900,1550,0,0,0,144
12840,0,0,0,0,0,840,700,0,0,0,39
0,0,0,0,0,0,780,650,0,0,0,72
3620,0,0,0,0,0,350,750,0,0,0,383
250,0,0,0,0,0,850,150,0,0,0,1355
1060,0,0,0,0,0,750,80,0,0,0,875
0,250,0,0,0,0,840,60,0,0,0,269
0,0,0,0,330,78,60,0,0,0,0,314
900,490,366,0,215,0,0,0,388,0,0,524
0,0,397,0,430,0,0,0,0,0,0,617
400,1380,754,0,180,0,0,0,0,0,0,219
80,360,838,0,100,0,0,0,0,0,0,0
0,0,645,0,955,0,0,0,0,327,0,0
0,0,174,0,1155,0,0,0,0,610,0,0
0,0,165,0,0,0,0,0,0,516,0,0
0,0,0,0,270,0,0,0,0,29,0,0
0,0,0,0,35,0,0,0,0,0,0,0
0,0,0,0,45,0,0,0,0,21,0,0
0,0,0,0,30,0,0,0,0,155,0,8
0,0,0,0,45,0,0,0,0,25,0,0
0,0,0,0,70,0,0,0,0,0,0,0
0,0,0,0,45,0,0,0,0,0,0,0
0,0,0,0,245,0,0,0,0,29,0,0
0,0,0,0,0,0,0,95,0,0,0,0
133,0,0,50,60,0,0,0,0,0,0,0
80,0,0,0,60,0,0,94,0,0,0,0
0,0,0,0,0,0,0,25,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,760,0,10,0,0,0,0,0,0,0,0
0,0,0,20,0,0,0,255,0,0,0,0
0,440,0,0,0,0,0,480,0,0,0,0
0,1792,0,30,0,0,0,55,0,0,0,0
0,1550,0,50,0,35,0,518,0,0,0,0
0,1956,0,0,0,0,0,130,0,0,0,0
1750,3026,30,0,0,50,43,72,0,0,0,0
425,844,0,0,0,40,0,25,0,0,0,0
725,2846,0,0,0,0,0,0,0,0,0,0
0,500,0,0,0,30,0,0,0,0,0,0
200,1044,0,90,0,0,0,0,0,0,500,0
600,7650,0,145,0,90,0,15,0,0,0,0
0,3124,0,160,0,0,25,0,0,0,200,0
0,7580,0,0,0,0,30,0,0,0,0,0
0,1032,0,30,0,0,29,0,0,0,220,0
310,1886,0,15,0,440,20,0,0,0,0,0
0,4066,0,0,0,0,84,0,0,0,0,0
0,1690,0,90,0,370,0,0,0,0,0,0
0,1596,0,30,0,1300,16,0,0,0,0,4
0,3148,275,0,0,210,0,0,0,0,0,2
0,972,1625,0,0,490,0,30,0,0,0,8
0,628,0,0,0,1790,0,0,0,0,0,4
0,412,425,0,0,2730,0,0,0,0,0,12
0,788,0,0,0,1440,0,0,0,0,0,0
0,1836,0,0,0,130,0,0,0,0,0,0
0,636,0,0,0,240,0,0,0,0,0,36
0,736,0,0,0,110,0,0,0,0,0,90
0,622,0,0,0,380,0,0,0,0,0,202
0,0,0,0,0,2460,0,0,0,0,0,265
0,0,0,0,0,1260,0,0,0,0,0,220
0,0,0,0,0,4430,0,0,0,0,0,18
0,0,0,0,400,3640,0,0,0,0,0,11
0,0,0,0,120,3680,0,0,0,0,0,0
0,350,0,0,855,1290,0,0,0,0,0,5
188,2125,0,0,345,3280,0,0,0,0,0,15
116,140,0,0,445,2040,0,0,0,0,0,4
12,865,0,0,1745,4670,0,0,0,0,0,896
0,590,0,50,825,2240,50,0,0,0,0,58
0,0,0,50,0,2230,0,0,0,0,0,0
74,0,0,0,200,1250,0,0,0,0,0,0
308,900,0,0,50,1750,0,0,0,265,0,0
148,290,0,0,250,710,0,0,0,0,0,0
324,100,0,0,430,3120,0,0,0,0,0,0
234,1000,0,0,20,270,0,0,0,0,0,0
302,615,0,0,130,190,0,0,0,0,0,0
2364,2385,0,0,190,80,25,0,0,0,0,74
32758,2730,160,40,140,160,0,0,0,0,0,88
18808,4660,290,0,0,0,0,0,0,0,0,12
8506,2040,1034,0,120,350,0,0,0,0,0,0
36208,800,0,0,80,0,0,0,0,0,0,0
19080,1040,528,0,0,0,0,0,0,0,0,0
0,900,8,0,0,0,0,0,0,0,0,0
94,125,130,90,0,0,0,0,0,0,0,0
34,0,194,0,0,0,0,0,0,0,0,0
268,340,132,30,0,0,0,0,0,0,0,0
0,250,228,0,0,0,0,0,0,0,0,0
0,410,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,200,0,0,0,0,0,0,0,0,0,0
0,0,0,230,0,0,0,0,0,0,0,0
0,0,0,150,0,0,0,0,0,0,0,0
0,0,12,190,0,0,0,0,0,0,0,0
0,0,0,20,0,0,0,0,0,0,0,0
0,0,34,120,0,0,0,0,0,0,0,0
0,0,48,100,0,0,0,0,0,0,0,0
0,9,0,0,0,0,245,0,0,0,0,0
10,0,0,40,0,0,296,0,0,0,190,0
280,0,0,100,0,0,308,0,0,0,70,0
600,0,0,30,0,0,393,0,0,0,0,0
720,0,0,0,0,0,205,0,0,0,0,0
1295,0,0,0,0,19,308,0,0,0,0,0
550,0,0,0,0,0,317,0,0,0,0,0
405,0,0,0,0,78,0,0,0,0,0,0
1080,0,0,0,0,10,280,0,0,0,0,0
970,0,0,0,0,0,0,0,0,0,0,0
2175,0,0,0,0,0,0,0,0,0,0,0
675,0,0,0,0,0,27,0,0,0,0,0
1860,0,0,0,0,0,31,0,0,0,0,0
5100,0,8433,0,59,0,16,0,0,0,0,0
10160,0,150,0,85,0,59,0,0,0,0,0
6450,0,0,0,42,80,35,0,0,0,0,0
5035,0,400,0,127,40,22,0,0,0,0,0
1530,100,9400,0,297,700,21,0,0,0,0,0
370,0,1950,0,170,1330,0,0,0,0,0,0
200,0,500,0,552,250,19,0,0,0,0,0
350,0,950,0,1359,360,0,0,52,0,0,0
395,160,0,0,348,1340,0,0,15,0,0,0
100,0,0,0,0,730,0,0,25,0,0,0
0,0,0,0,0,370,0,0,168,0,0,0
0,0,2850,0,0,240,0,0,0,0,0,0
0,160,1900,0,0,30,0,0,0,0,0,0
0,350,3340,0,0,370,0,0,0,0,0,0
0,300,6980,0,0,1530,0,0,0,0,0,0
0,290,2420,0,255,1710,0,0,0,0,0,0
0,0,2200,0,229,2040,0,0,0,0,0,0
0,0,1200,0,127,2270,0,0,0,0,0,0
0,460,1020,0,0,4620,0,0,0,0,0,0
0,0,0,0,0,2320,0,0,0,0,0,0
0,560,0,0,0,1640,0,0,0,0,0,0
0,0,0,0,0,4150,0,0,0,0,0,0
0,300,120,56,0,2110,0,0,0,0,0,0
0,0,0,142,0,2260,0,0,10,0,0,0
0,0,0,196,0,2160,0,0,9,0,0,0
0,0,0,221,0,2230,0,0,9,0,0,0
0,0,0,223,0,1320,0,0,115,0,0,0
0,0,0,268,0,780,0,0,14,0,0,0
0,0,0,3240,0,1075,0,0,22,0,0,0
0,0,110,445,0,480,0,0,25,0,0,0
0,0,0,1401,0,860,0,0,8,0,0,0
0,0,0,1302,0,770,0,0,14,0,0,0
0,0,0,998,0,420,0,0,71,0,0,0
0,0,0,1320,0,0,0,0,11,0,0,0
0,0,0,52,0,160,0,0,21,0,0,0
0,0,0,50,0,110,0,0,0,0,0,0
0,0,0,80,0,150,0,0,20,0,0,0
0,0,320,80,0,0,0,0,0,0,0,0
770,0,674,65,0,0,0,0,48,0,0,0
0,0,120,42,0,0,0,0,9,0,0,0
190,0,0,23,0,0,0,0,178,0,0,0
0,240,1037,0,0,0,0,0,176,0,265,0
2100,80,1560,0,0,0,0,0,633,0,84,0
110,0,6118,0,0,0,0,0,478,0,0,0
0,0,84,0,0,0,0,0,624,0,0,0
0,0,0,0,0,0,0,0,227,0,0,0
0,350,0,0,0,0,0,0,20,0,0,0
1620,2070,58,0,0,0,0,0,0,0,0,0
0,270,165,0,0,0,0,0,0,0,0,0
680,80,0,0,0,0,0,0,176,0,0,0
0,920,0,0,76,0,0,0,72,0,0,0
2440,450,178,0,50,0,0,0,43,0,0,0
1140,1630,0,0,85,0,0,0,0,0,0,0
