2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
1150,2100,0,0,153,0,0,0,0,0,0,0
1870,200,0,0,255,0,0,0,0,0,0,0
0,370,0,0,170,0,0,0,0,0,0,0
1090,0,0,0,425,0,0,0,0,0,0,0
0,250,0,0,1292,65,0,0,0,0,0,0
1360,0,0,0,569,26,0,0,0,0,0,0
0,0,0,0,0,100,0,0,0,0,0,0
0,100,0,0,0,130,0,0,0,0,0,0
0,200,0,0,0,0,0,0,0,0,0,0
220,250,0,0,0,0,0,0,3,0,0,0
280,0,0,0,0,0,0,0,0,0,0,156
0,0,0,0,0,0,0,0,41,0,0,61
0,0,0,0,187,0,0,0,0,0,0,0
185,0,0,0,204,0,0,0,38,112,0,12
0,0,0,0,102,0,0,0,38,0,0,0
0,0,0,0,0,350,0,0,0,0,0,14
0,0,0,0,0,2600,0,0,14,0,0,0
0,0,0,0,0,930,0,0,53,0,99,0
0,0,0,0,0,600,0,0,17,0,105,0
0,0,0,0,0,870,0,0,0,0,4,0
110,0,0,0,0,4580,0,0,0,0,0,0
0,0,0,0,0,1875,0,0,0,0,240,0
20,0,0,0,0,220,0,11,0,0,36,0
1450,0,0,45,0,90,0,7,5,0,0,0
350,0,0,156,0,320,0,2,62,0,0,0
0,0,0,204,0,240,0,0,514,0,298,0
470,0,0,235,0,2750,0,0,911,0,505,0
240,0,0,231,0,4370,0,3,911,0,28,0
670,0,0,272,0,4360,0,6,916,0,668,0
0,0,175,1842,0,6870,0,1,985,0,114,0
2220,0,0,413,0,8830,0,0,0,0,48,0
14560,0,0,1421,0,6060,0,0,0,0,16,0
20340,221,0,1312,0,1830,0,0,30,0,0,0
490,0,0,1010,0,2950,0,2,25,0,0,0
240,0,0,1450,0,2430,0,7,109,18,0,0
850,0,0,48,0,4240,0,0,111,0,0,0
470,0,0,48,0,4680,0,0,66,0,0,0
660,0,0,85,0,3850,0,0,29,0,0,130
100,0,0,82,0,2590,0,1,0,0,0,261
0,0,0,67,0,1780,0,1,0,0,0,63
360,0,0,39,0,2320,0,0,0,0,0,1515
0,0,0,25,0,720,0,0,0,336,0,3472
0,0,0,0,0,450,0,0,0,287,0,158
0,0,0,0,0,160,0,0,0,76,0,0
0,0,0,0,0,460,0,0,0,13,0,51
0,0,0,0,0,430,0,0,0,6,0,181
0,0,0,0,0,480,0,0,0,0,18,117
0,0,0,0,0,0,0,0,0,58,0,0
0,0,0,0,0,50,0,0,21,124,0,0
0,0,0,0,0,0,0,0,103,814,0,19
0,0,0,0,0,0,0,0,0,208,0,15
0,0,0,0,480,0,0,0,64,214,0,47
0,0,0,0,588,0,0,0,22,155,0,0
0,0,0,0,563,0,0,0,0,194,68,0
0,0,0,0,0,0,0,0,21,428,61,0
0,0,0,0,0,0,0,0,93,0,242,0
0,0,0,0,160,0,0,0,0,6,138,0
0,0,0,0,0,0,0,0,10,0,100,0
0,0,0,0,400,0,0,0,40,84,46,0
313,0,0,0,380,0,0,363,11,0,0,0
320,0,0,0,880,0,0,0,18,0,21,0
385,0,0,0,1200,0,0,11,0,0,0,0
295,0,0,0,480,0,0,6,8,0,165,0
300,100,1874,0,1680,0,0,446,223,0,605,0
310,0,136,0,0,0,0,348,303,0,223,0
295,0,1608,0,0,0,0,602,952,0,400,0
340,0,3974,0,0,0,0,376,976,0,0,0
600,0,3943,0,320,0,0,549,741,0,144,0
490,0,2241,0,0,0,0,273,173,0,175,0
485,0,1054,0,0,0,0,90,0,0,0,0
385,0,32,0,0,0,0,188,0,0,0,0
370,0,36,0,0,0,0,24,37,0,0,0
220,0,68,0,0,0,0,16,106,0,0,0
300,0,0,0,0,0,0,12,14,0,0,0
270,0,94,0,0,0,0,0,45,0,0,0
240,0,0,0,0,0,0,0,0,0,0,41
230,0,117,0,0,0,0,14,0,82,0,0
240,0,108,300,0,0,0,0,0,66,0,40
165,0,0,500,0,0,0,0,0,215,30,120
0,5,0,475,0,68,0,0,0,828,0,2285
0,65,0,100,0,0,0,0,0,3579,0,671
0,50,0,250,0,0,0,0,0,461,0,569
0,30,0,400,0,0,170,0,0,66,0,0
0,0,0,450,0,680,44,0,0,80,45,177
0,0,0,410,0,484,180,0,0,0,0,177
0,110,0,380,0,306,140,0,0,248,0,16
0,100,0,440,0,0,0,49,0,263,0,10
0,0,0,380,0,0,0,28,0,615,46,0
0,20,0,450,0,204,0,32,0,896,0,15
0,0,0,320,0,0,130,0,0,124,0,0
0,30,184,320,0,255,268,0,0,462,6,0
0,390,0,335,0,204,180,0,0,405,41,0
60,230,0,340,0,374,55,0,0,323,244,0
0,30,0,315,0,212,0,0,0,48,0,0
0,90,0,330,0,0,240,0,150,10,179,0
0,10,0,200,0,467,248,0,0,60,9,0
0,0,0,200,0,187,431,0,102,24,0,0
0,,0,300,0,0,229,17,0,0,0,0
30,,602,180,0,0,0,90,0,20,0,0
45,,0,100,0,0,330,160,0,0,151,0
0,,22,100,0,0,165,566,0,0,235,0
50,,0,100,490,0,360,421,0,0,204,0
0,,0,0,892,0,45,296,0,0,131,0
50,,84,0,1063,0,260,637,0,0,99,0
0,,762,0,560,0,0,696,0,0,309,0
0,,560,0,0,0,0,288,0,0,0,0
30,,580,0,80,0,0,624,0,0,0,0
0,,332,0,0,0,0,323,273,0,0,0
0,,2796,0,1040,0,0,53,280,0,0,0
0,,428,0,960,0,0,5,442,0,0,0
0,,9494,0,3280,0,0,33,382,0,0,0
0,,0,0,800,0,0,0,351,0,0,0
40,,11544,0,880,0,0,0,503,0,0,0
0,,0,0,960,0,0,0,58,0,0,0
0,,9876,0,1280,0,0,0,0,0,0,0
0,,0,0,400,0,0,0,572,150,0,0
0,,3948,0,1440,0,0,0,2558,382,0,157
0,,0,0,0,0,0,0,740,950,0,43
0,,2528,0,80,0,0,0,712,702,0,2522
0,,0,0,0,0,0,0,961,329,0,991
0,,2552,0,0,0,0,0,467,15,0,736
0,,0,0,0,0,0,0,0,69,0,0
20,,2912,0,0,0,0,0,0,27,0,35
0,,992,0,0,0,0,0,0,50,0,110
90,,1298,0,0,0,0,21,0,421,0,186
0,,208,0,0,0,0,0,0,531,0,20
20,,112,0,0,0,0,0,0,912,0,0
0,,540,0,0,0,0,0,0,50,0,0
0,,0,0,0,0,0,0,0,67,0,0
0,,0,650,0,0,0,0,0,421,0,113
0,,154,850,0,0,0,0,0,258,0,0
0,,34,750,0,85,0,0,0,90,0,0
0,,0,0,0,0,0,0,0,34,42,0
0,,52,400,0,0,280,52,0,90,0,0
,,0,250,0,0,153,126,0,0,127,0
,,95,470,0,297,150,176,0,103,0,0
,,70,450,0,238,0,615,0,0,1090,0
,,165,420,0,442,0,677,0,0,13556,0
,,440,460,0,93,0,303,0,0,8882,297
,,0,430,0,0,140,951,0,0,297,0
,,140,440,0,280,140,454,0,0,0,0
,,0,350,0,136,355,38,198,0,0,0
,,0,410,0,323,310,421,0,0,453,0
,,140,410,0,170,32,316,65,0,920,0
,,0,370,0,195,260,12,0,0,296,0
,,200,320,0,238,592,146,74,0,2011,0
,,0,260,0,0,440,15,0,0,821,0
,,0,200,199,374,421,46,0,0,0,0
,,0,310,304,365,510,10,71,0,28,0
,,195,290,387,0,316,0,0,0,42,0
,,240,100,75,0,430,0,265,0,0,0
,,200,250,104,0,132,0,0,0,0,0
,,120,200,34,0,620,0,0,0,0,0
,,280,0,0,0,584,0,0,0,0,0
,,290,100,0,0,100,0,0,0,0,0
,,200,0,409,0,75,0,0,0,0,255
,,80,0,412,0,0,0,113,0,0,538
,,110,0,1075,0,0,0,501,0,0,1416
,,0,159,1059,0,0,0,428,0,0,5212
,,230,0,1107,0,0,0,612,0,0,438
,,220,0,1142,0,0,0,0,0,0,198
,,0,0,392,0,0,0,272,0,0,0
,,0,0,988,0,0,0,583,0,0,0
,,0,0,466,0,0,0,1360,0,0,297
,,0,0,295,0,0,0,989,0,0,113
,,0,0,717,0,0,0,1009,340,0,1387
,,0,0,714,0,0,0,867,494,0,906
,,0,0,86,0,0,0,0,593,0,1189
,,0,0,110,0,0,0,0,580,0,963
,,0,0,0,0,0,0,0,70,0,70
,,0,0,0,0,0,0,357,595,0,680
,,0,0,0,0,0,0,267,453,0,495
,,0,0,0,0,0,0,0,28,0,963
,,0,0,0,0,0,350,0,495,0,938
,,0,0,0,0,0,123,0,113,0,926
,,0,0,0,0,0,0,0,1445,0,924
,,0,0,0,0,0,0,0,765,0,615
,,0,0,0,0,0,424,0,495,155,988
,,0,0,0,0,0,240,0,835,70,674
,,0,0,0,0,0,802,0,155,0,99
,,0,161,0,0,0,433,0,707,2393,713
,,0,0,0,0,0,561,0,211,5879,343
,,120,0,0,0,0,276,0,354,7054,0
,,50,0,0,50,0,700,0,183,28,0
,,60,0,0,50,0,841,0,0,0,46
,,0,15,0,0,26,772,0,0,0,99
,,0,303,0,0,150,163,0,155,382,271
,,0,291,0,0,140,84,0,113,679,0
,,0,169,0,300,0,142,0,42,268,0
,,0,1428,0,200,0,0,0,0,1104,0
,,0,160,0,200,0,193,0,0,155,0
,,0,0,0,0,470,0,0,0,198,0
,,0,154,0,100,460,0,0,0,0,184
,,0,25,0,90,370,0,0,0,0,0
,,0,26,0,450,150,0,0,0,0,0
,,0,12,0,160,250,0,0,0,0,0
,,0,0,0,180,890,0,0,0,0,0
,,0,381,0,350,500,0,0,0,0,0
,,0,372,0,325,321,0,0,0,0,0
,,0,265,125,100,940,0,0,0,0,0
,,0,0,0,175,300,0,0,0,0,170
,,0,0,0,0,518,0,0,0,0,0
,,0,39,0,50,150,0,0,0,0,0
,,0,0,0,0,70,0,0,0,0,368
,,0,0,0,200,117,0,0,0,0,198
,,0,0,125,0,34,0,460,0,0,269
,,140,0,0,0,0,0,450,0,0,1473
,,0,0,0,0,0,0,400,0,0,2507
,,0,0,150,0,0,0,690,0,0,3102
,,0,0,700,0,0,0,640,0,0,935
,,0,0,0,0,0,0,420,0,0,340
,,0,0,0,0,0,0,330,0,0,0
,,0,0,0,0,0,0,270,0,0,155
,,0,0,0,0,0,0,220,0,0,594
,,0,0,0,0,0,0,60,0,0,325
,,0,0,0,0,0,0,110,0,0,2011
,,0,0,0,0,85,0,20,0,0,1940
,,0,0,0,0,153,267,0,161,0,1529
,,0,0,0,0,221,0,0,580,0,452
,,0,0,68,0,85,0,0,368,0,0
,,0,0,104,0,59,0,0,439,0,99
,,0,0,0,0,127,277,0,410,0,877
,,0,0,114,0,119,240,0,637,0,765
,,0,0,174,0,357,0,0,353,0,1839
,,0,0,0,0,173,490,0,56,250,1325
,,0,0,0,0,209,0,0,920,0,2305
,,0,0,0,0,0,0,0,70,0,773
,,0,0,0,0,0,0,0,1586,0,1037
,,0,0,0,0,85,0,0,963,180,1159
,,0,0,0,0,0,424,0,722,220,0
,,0,0,0,0,0,653,0,580,180,469
,,0,0,106,0,0,952,0,198,320,0
,,0,0,0,0,306,816,0,637,540,0
,,0,0,0,0,0,898,0,693,810,198
,,0,0,0,0,0,847,0,919,80,0
,,0,0,0,0,0,255,0,42,100,0
,,0,0,216,0,0,892,0,0,80,238
,,0,0,0,0,0,327,0,28,190,0
,,0,0,152,0,0,56,0,439,320,0
,,0,0,24,0,420,84,0,0,0,0
,,80,0,102,0,2128,168,0,127,155,0
,,0,0,0,300,864,127,0,0,160,0
,,0,0,746,200,2445,0,0,0,75,0
,,0,0,846,150,3525,0,0,0,622,0
,,0,0,554,125,1900,0,0,212,339,0
,,0,0,1468,250,963,0,0,0,216,0
,,0,0,214,100,350,0,0,0,132,0
,,175,0,140,300,976,0,0,0,46,0
,,0,0,340,100,696,0,0,0,0,0
,,50,0,688,160,968,0,0,0,0,0
,,325,0,56,275,894,0,0,0,0,0
,,0,0,124,175,132,0,0,0,0,0
,,75,0,116,100,221,0,0,0,0,0
,,1225,0,576,150,255,0,0,0,0,0
,,0,0,650,0,16,0,440,0,0,0
,,0,0,78,100,0,0,390,0,0,0
,,0,0,18,150,0,0,340,0,0,0
,,50,0,348,0,0,0,570,0,0,0
,,0,0,0,0,177,0,790,0,0,0
,,250,0,104,0,177,0,500,0,0,0
,,15,0,0,0,0,0,510,0,0,0
,,0,0,0,0,0,0,410,0,0,0
,,0,68,266,0,0,0,370,0,0,0
,,275,0,148,0,0,0,70,0,0,0
,,0,0,86,38,0,0,20,0,0,0
,,0,0,224,17,0,0,20,0,0,30
,,0,0,338,0,0,0,0,0,0,280
,,0,0,450,0,119,0,0,0,0,620
,,0,0,0,0,204,0,0,0,0,1310
,,0,0,0,0,238,0,0,0,0,780
,,0,0,0,0,110,0,0,0,0,330
,,0,0,0,0,306,0,0,320,0,0
,,0,0,0,0,136,0,0,0,0,60
,,0,0,0,0,110,0,0,0,0,0
,,0,0,0,0,102,0,0,0,0,160
,,0,0,0,0,198,0,0,0,0,130
,,0,88,0,0,0,0,0,120,0,100
,,0,12,80,0,0,90,0,640,40,170
,,0,14,0,0,0,130,0,460,0,50
,,0,18,0,0,738,170,0,240,0,50
,,0,0,155,0,0,350,0,370,0,160
,,0,0,0,0,0,550,0,60,150,40
,,0,0,0,0,0,600,0,510,120,100
,,0,0,840,0,204,350,0,320,160,110
,,0,0,0,0,0,680,0,40,260,0
,,0,0,0,0,0,510,0,160,450,0
,,0,240,0,0,0,980,0,0,730,0
,,0,110,296,0,0,520,0,120,110,0
,,0,0,0,58,0,670,0,0,140,0
,,0,282,140,405,0,270,0,40,110,0
,,0,28,0,120,892,390,0,0,180,0
,,0,162,0,174,2264,420,0,0,110,0
,,0,2354,0,90,960,810,0,0,0,0
,,0,510,0,595,4198,600,0,0,310,0
,,0,582,229,751,3809,380,0,0,252,0
,,0,198,223,1565,1884,400,0,0,97,0
,,0,76,64,1090,1113,250,0,0,610,0
,,0,380,0,400,529,50,0,0,390,0
,,0,144,160,327,305,0,0,0,192,0
,,0,124,0,454,866,0,0,0,118,0
,,0,78,0,238,824,0,117,0,32,0
,,0,0,0,518,744,20,142,0,0,0
,,0,0,0,268,350,0,179,0,0,0
,,0,0,0,230,153,10,123,0,0,0
,,0,0,0,190,952,0,85,0,0,0
,,0,0,200,210,0,0,203,0,0,0
,,0,18,0,215,0,0,131,0,0,0
,,0,18,0,104,0,0,403,0,0,0
,,0,48,0,79,0,0,184,0,0,0
,,0,0,0,52,0,0,133,0,0,0
,,0,0,0,276,0,0,117,0,0,0
,,0,22,0,70,0,0,34,0,0,0
,,0,0,0,52,0,0,13,0,0,0
,,0,0,0,55,0,0,2,0,0,0
,,0,0,0,0,0,0,0,0,0,0
,,0,0,0,0,0,0,0,0,0,0
,,0,0,0,45,0,0,0,0,0,0
,,0,0,0,0,0,0,0,0,0,80
,,0,0,0,0,0,0,0,0,0,140
,,0,0,0,0,0,0,0,0,0,430
,,0,0,0,0,0,0,0,0,0,1220
,,0,0,0,0,0,0,0,0,0,860
,,0,0,0,0,0,0,0,240,0,170
,,0,0,0,0,0,0,0,0,0,0
,,0,0,0,0,0,0,0,0,0,0
,,0,0,0,0,0,0,0,0,11,0
,,0,0,1266,0,0,0,0,0,15,90
,,0,0,1258,0,0,0,0,0,0,130
,,0,0,1142,0,0,80,0,320,0,50
,,0,0,130,0,0,100,0,380,0,250
,,0,0,115,0,0,130,0,160,0,20
,,0,165,1151,0,0,450,0,230,0,40
,,0,0,4243,0,0,550,0,60,12,120
,,50,660,9615,0,0,650,0,580,463,20
,,0,0,2623,0,0,330,0,240,628,40
,,30,396,6665,0,0,630,0,0,345,120
,,240,440,4900,0,0,420,0,180,379,0
,,1180,0,1440,0,0,960,0,0,1482,0
,,400,0,592,0,0,300,0,0,1329,0
,,50,0,0,0,0,940,0,0,50,0
,,100,100,0,0,200,290,0,0,22,0
,,30,1300,47,0,200,450,0,0,365,5
,,90,9680,451,0,300,430,0,0,797,0
,,90,7670,404,0,750,930,0,0,730,0
,,20,17400,83,0,500,420,0,0,488,0
,,60,7000,86,0,350,390,0,0,827,0
,,20,6040,164,525,850,300,0,0,832,0
,,120,9740,216,800,960,300,0,0,363,0
,,6,14750,0,0,850,0,0,0,419,6
,,20,3180,0,900,810,0,0,0,107,0
,,0,3920,0,0,650,0,73,0,749,0
,,0,3000,0,375,260,0,0,0,64,0
,,0,1740,0,0,250,20,0,0,122,0
,,0,460,0,0,480,0,12,0,87,0
,,0,6200,0,0,180,0,0,0,5,0
,,0,2500,0,0,0,0,0,0,13,0
,,0,5480,0,0,0,2,154,0,0,8
,,0,80,0,0,0,0,353,0,0,0
,,,1600,0,675,0,0,794,0,0,0
,,,1700,0,0,0,0,368,0,0,0
,,,420,0,0,0,0,626,0,0,0
,,,40,0,0,0,0,0,0,0,0
,,,0,0,0,0,0,64,0,0,0
,,,0,0,0,0,0,28,0,0,13
,,,0,0,0,0,0,0,0,0,296
,,,0,0,0,0,0,0,0,0,428
,,,0,0,0,0,0,0,0,0,113
,,,0,0,0,0,0,0,0,0,103
,,,0,0,0,0,0,0,0,0,27
,,,0,0,484,0,0,0,0,0,33
,,,0,0,228,0,0,0,4,0,24
,,,0,0,304,0,0,0,0,0,10
,,,0,120,388,0,0,0,0,0,50
,,,0,0,338,0,0,190,139,0,264
,,,0,120,24,0,0,0,744,0,304
,,,0,120,218,0,0,0,1582,0,1154
,,,0,0,90,0,0,0,9,0,410
,,,0,0,16,0,0,0,21,0,777
,,,0,0,0,0,20,0,8,0,1771
,,,0,0,0,0,0,0,31,0,84
,,,0,0,0,0,67,0,39,0,3189
,,,0,0,28,0,0,0,142,0,2445
,,,0,88,92,0,0,0,71,0,868
,,,5,0,38,0,140,50,63,0,1181
,,,0,0,0,0,6,0,294,0,851
,,,0,0,0,0,87,0,1397,0,299
,,,0,0,0,0,201,0,305,0,173
,,,0,0,0,0,13,0,15,0,131
,,,0,0,0,0,59,0,26,0,159
,,,0,152,0,0,0,0,30,54,91
,,,380,0,68,0,71,182,34,0,0
,,,0,0,56,0,27,92,5,0,0
,,,96,0,82,50,5,252,0,0,0
,,,0,0,476,250,34,310,19,0,0
,,,0,0,418,350,11,876,0,0,0
,,,0,0,1036,700,28,94,0,49,0
,,,0,0,596,700,18,50,0,0,0
,,,210,0,896,700,33,26,0,0,0
,,,385,0,584,780,59,616,0,0,0
,,,1324,0,1296,900,41,970,0,0,0
,,,305,0,358,800,13,360,0,0,0
,,,0,0,3016,790,48,1726,0,0,0
,,,0,0,666,620,3,50,0,0,0
,,,0,0,318,150,1,2394,0,0,0
,,,0,0,266,140,0,994,0,0,0
,,,0,0,42,450,0,798,0,0,0
,,,0,0,42,440,0,76,0,0,0
,,,0,0,8,0,0,200,0,0,0
,,,0,0,222,0,0,180,0,0,0
,,,0,0,0,0,0,0,0,28,0
,,,0,0,80,0,0,286,0,180,0
,,,0,0,0,0,0,34,0,160,0
,,,0,0,26,0,0,224,0,100,0
,,,0,0,30,0,0,336,0,280,0
,,,0,0,206,0,0,0,0,220,0
,,,0,0,50,0,0,732,0,830,0
,,,0,0,0,0,0,306,0,700,0
,,,0,0,0,0,0,76,0,820,22
,,,0,0,0,0,0,736,0,180,0
,,,0,0,26,0,0,300,0,220,0
,,,0,0,96,0,0,0,0,340,0
,,,0,0,0,0,0,0,0,90,0
,,,0,0,0,0,0,0,0,60,0
,,,0,0,0,0,0,0,0,0,0
,,,0,0,0,0,0,0,0,0,0
,,,0,0,0,0,0,0,44,0,0
,,,0,0,0,0,0,0,0,0,92
,,,0,0,0,0,0,0,0,0,0
,,,0,0,0,0,0,0,0,80,0
,,,0,0,0,0,0,0,17,0,0
,,,0,0,0,0,0,0,26,0,0
,,,0,0,0,0,0,0,48,0,0
,,,0,225,0,0,0,0,0,400,0
,,,0,326,0,0,0,0,0,980,0
,,,0,3651,0,0,0,0,0,704,0
,,,0,1588,0,0,0,0,0,718,0
,,,0,1674,0,0,175,0,0,976,0
,,,0,2113,0,0,275,0,0,996,0
,,,0,13958,0,0,200,0,27,0,0
,,,0,212,0,0,0,0,0,708,0
,,,0,4927,0,0,0,0,0,62,0
,,,0,143,0,0,0,0,0,0,0
,,,450,14428,0,0,0,139,46,250,0
,,,0,3296,0,0,0,874,0,900,0
,,,0,0,0,0,0,0,0,914,288
,,,0,0,0,20,0,0,0,0,124
,,,0,0,0,26,0,0,0,998,174
,,,0,38,0,33,0,0,0,1558,88
,,,0,0,0,39,0,0,0,0,32
,,,0,75,0,42,0,0,0,438,56
,,,3469,56,0,102,0,0,0,262,0
,,,366,0,0,62,0,0,0,560,0
,,,170,286,0,596,0,0,0,120,0
,,,84,0,0,71,0,0,470,762,0
,,,0,0,0,10,0,0,740,0,0
,,,0,0,0,56,0,0,440,0,0
,,,54,0,0,25,0,0,1720,0,0
,,,0,0,0,113,0,0,400,32,0
,,,0,0,0,225,720,0,420,0,0
,,,0,0,0,14,498,0,880,0,0
,,,0,0,0,9,628,0,210,152,0
,,,0,0,0,1,444,0,376,258,0
,,,0,0,0,25,656,0,426,0,0
,,,0,0,0,32,260,0,946,0,0
,,,0,0,0,24,574,0,890,0,0
,,,0,0,0,0,214,0,510,0,0
,,,0,0,0,0,72,0,60,0,0
,,,0,0,0,17,240,0,140,0,0
,,,0,0,0,0,236,0,216,0,756
,,,0,0,0,0,42,0,90,0,734
,,,0,0,0,0,162,0,400,0,268
,,,0,0,0,0,0,0,38,0,694
,,,0,0,0,0,0,0,210,0,828
,,,0,0,0,0,106,0,18,0,54
,,,0,0,0,0,0,0,160,0,0
,,,0,0,0,0,0,170,0,0,0
,,,0,0,0,0,1832,169,98,0,720
,,,0,0,0,0,2528,1489,200,0,400
,,,0,0,0,0,9048,800,170,0,0
,,,0,0,0,0,24154,333,156,0,0
,,,0,0,45,0,3292,93,200,0,380
,,,0,0,186,0,1518,75,0,0,460
,,,0,0,465,0,194,0,240,0,0
,,,0,0,378,0,894,0,240,0,234
,,,0,0,931,0,472,0,370,0,628
,,,0,0,909,0,810,0,600,0,402
,,,0,0,0,0,0,0,986,0,412
,,,0,266,80,0,0,0,1928,0,670
,,,0,48,999,0,0,0,240,0,0
,,,0,274,27860,0,0,0,300,0,236
,,,0,76,4425,0,52,0,40,0,204
,,,0,26,4545,0,0,0,50,0,24
,,,0,0,142,0,0,0,120,0,24
,,,0,1508,1808,0,0,0,20,977,84
,,,0,2018,352,0,920,0,40,150,52
,,,117,394,4420,0,266,0,30,0,26
,,,0,644,675,0,880,0,40,0,0
,,,0,470,740,0,136,0,0,0,0
,,,0,838,552,0,368,0,400,0,0
,,,0,348,332,0,80,0,100,0,0
,,,0,1234,89,0,36,0,60,0,0
,,,0,3184,99,0,102,0,0,0,0
,,,0,2498,0,150,646,0,0,0,0
,,,0,2002,0,0,36,0,500,0,0
,,,0,4844,0,0,148,0,180,0,0
,,,0,1416,0,0,0,0,0,0,0
,,,0,2368,0,0,466,0,0,0,0
,,,1584,1526,0,0,128,0,0,0,0
,,,76,520,0,0,0,0,169,0,0
,,,0,68,0,0,234,0,0,0,0
,,,0,194,0,0,0,0,0,0,0
,,,0,828,0,0,0,0,0,0,0
,,,0,366,0,0,0,0,0,0,0
,,,0,584,0,0,0,0,0,0,0
,,,0,720,0,0,0,0,0,0,0
,,,0,48,0,0,0,0,0,0,0
,,,0,18,0,0,0,0,0,0,0
,,,0,0,0,0,0,0,0,0,0
,,,0,0,0,0,0,0,0,0,0
,,,0,130,0,0,0,573,0,0,0
,,,0,0,0,0,0,391,0,0,0
,,,0,0,0,0,0,624,0,0,0
,,,0,0,0,36,0,126,0,0,0
,,,0,0,0,102,0,0,0,0,0
,,,0,0,0,172,0,0,0,0,0
,,,138,0,0,78,0,0,0,0,0
,,,46,0,0,32,0,0,38,0,0
,,,0,0,210,0,0,0,0,0,0
,,,0,0,290,0,0,0,0,0,0
,,,0,0,291,68,0,0,0,0,0
,,,0,0,174,26,0,0,0,0,0
,,,0,0,0,0,0,0,0,0,0
,,,0,0,26,0,0,0,0,0,0
,,,0,0,0,124,0,0,0,0,0
,,,42,0,5830,34,40,0,0,0,0
,,,132,0,2770,0,200,0,0,0,0
,,,0,0,3555,0,300,0,0,98,0
,,,0,0,435,0,90,0,0,112,0
,,,0,270,104,0,0,0,0,151,0
,,,0,2620,0,0,0,0,0,0,0
,,,0,4835,0,0,0,0,0,0,0
,,,350,750,0,0,0,0,0,0,0
,,,76,0,0,216,0,0,0,0,0
,,,94,60,0,414,0,0,0,0,0
,,,136,70,0,0,0,0,0,0,0
,,,536,160,0,0,0,0,0,0,0
,,,16,350,0,886,0,0,0,0,0
,,,962,0,0,244,0,0,0,0,0
,,,584,0,0,2042,0,0,0,0,0
,,,1010,0,0,84,0,0,0,0,0
,,,536,320,0,108,0,0,0,0,0
,,,214,0,0,36,0,0,0,0,0
,,,358,1756,0,24,0,0,0,0,0
,,,2066,580,0,172,0,0,0,0,0
,,,3778,380,0,700,0,0,0,0,0
,,,5198,800,0,860,0,0,0,0,0
,,,1328,400,0,0,0,0,0,0,72
,,,1636,0,0,240,0,0,0,0,1113
,,,4596,0,0,126,0,0,0,0,879
,,,1824,0,0,0,0,257,0,0,2890
,,,406,0,0,120,0,193,0,0,392
,,,1030,0,0,0,0,1930,0,0,150
,,,460,0,0,430,0,1286,0,0,31
,,,424,0,0,48,0,1329,4700,0,0
,,,612,0,0,416,0,269,39,0,0
,,,378,0,0,0,0,0,0,0,0
,,,614,0,0,158,0,38,7,0,0
,,,36,0,0,0,0,0,0,0,0
,,,52,0,0,158,0,32,0,0,0
,,,46,0,0,232,0,18,0,0,0
,,,0,0,65,666,0,0,201,0,0
,,,0,0,526,582,0,0,1078,0,0
,,,0,0,178,190,323,0,56,0,0
,,,0,0,267,566,765,0,0,0,0
,,,0,0,59,0,0,0,0,0,0
,,,0,0,45,0,0,0,0,0,0
,,,0,0,81,0,0,0,120,0,0
,,,0,0,256,0,0,0,0,0,0
,,,0,0,917,0,0,0,0,0,0
,,,0,0,4221,0,0,0,0,0,0
,,,0,0,3480,0,0,0,0,0,0
,,,0,0,2740,0,0,0,0,0,0
,,,0,0,0,0,0,0,0,0,0
,,,0,0,143,0,0,0,0,0,0
,,,0,0,0,0,0,0,0,183,0
,,,0,0,0,0,0,0,0,308,0
,,,0,0,320,0,0,0,0,444,0
,,,0,19,0,0,0,0,0,0,0
,,,0,135,0,0,0,0,0,0,0
,,,0,11,0,0,0,0,0,0,0
,,,0,0,0,0,0,0,0,0,0
,,,0,60,0,0,0,0,0,0,0
,,,0,60,0,0,0,0,0,0,0
,,,0,130,0,0,0,0,0,0,0
,,,0,0,0,0,0,0,0,0,0
,,,130,0,0,0,0,0,0,0,0
,,,0,0,0,0,0,0,0,0,0
,,,0,65,0,150,0,0,0,0,0
,,,0,182,0,20,0,0,0,0,0
,,,0,64,0,0,0,86,0,0,0
,,,0,0,28,0,0,342,0,0,0
,,,0,16,0,0,0,712,0,0,112
,,,0,147,0,121,0,0,0,0,0
,,,1940,0,0,0,0,208,0,0,0
,,,1860,0,16,0,0,128,0,0,0
,,,0,11,52,585,0,108,0,0,0
,,,0,0,132,111,0,178,0,0,0
,,,16500,0,100,0,0,874,0,0,0
,,,25600,0,0,0,0,970,0,0,0
,,,13400,4,94,0,0,974,0,0,0
,,,5360,0,0,0,0,7716,0,0,0
,,,4180,0,0,0,0,6852,0,0,0
,,,5810,0,0,0,0,1910,0,0,0
,,,395,0,0,0,0,3080,0,0,0
,,,286,0,0,0,0,2530,0,0,0
,,,0,0,0,0,0,8574,46,0,0
,,,0,0,0,0,0,4142,0,0,0
,,,0,0,0,0,0,2870,0,0,0
,,,0,0,44,0,0,2272,0,0,0
,,,0,0,486,0,0,570,0,0,0
,,,0,0,0,0,0,892,0,0,0
,,,0,0,0,0,0,822,0,0,0
,,,0,0,540,0,0,600,0,0,0
,,,0,0,0,0,0,958,0,0,0
,,,0,0,2232,0,0,86,0,0,0
